pathogen,Fold,Label,Prob,Preds
Orthopoxvirus,1,1,0.65639806,1
Orthopoxvirus,1,1,0.68964565,1
Orthopoxvirus,1,1,0.6148064,1
Orthopoxvirus,1,1,0.7118324,1
Orthopoxvirus,1,1,0.6526337,1
Orthopoxvirus,1,1,0.55368316,1
Orthopoxvirus,1,1,0.55886734,1
Orthopoxvirus,1,1,0.6285846,1
Orthopoxvirus,1,1,0.7658057,1
Orthopoxvirus,1,1,0.7658057,1
Orthopoxvirus,1,1,0.74976283,1
Orthopoxvirus,1,1,0.84528327,1
Orthopoxvirus,1,0,0.7875342,1
Orthopoxvirus,1,0,0.7408855,1
Orthopoxvirus,1,0,0.57049036,1
Orthopoxvirus,1,0,0.74474347,1
Orthopoxvirus,1,0,0.74474347,1
Orthopoxvirus,1,0,0.7314108,1
Orthopoxvirus,1,0,0.83247966,1
Orthopoxvirus,1,0,0.7939817,1
Orthopoxvirus,1,0,0.85408384,1
Orthopoxvirus,1,0,0.8669345,1
Orthopoxvirus,1,0,0.7710046,1
Orthopoxvirus,1,0,0.8437259,1
Orthopoxvirus,1,0,0.8396105,1
Orthopoxvirus,1,0,0.865275,1
Orthopoxvirus,1,0,0.7858023,1
Orthopoxvirus,1,1,0.85078317,1
Orthopoxvirus,1,1,0.7550164,1
Orthopoxvirus,1,1,0.7984613,1
Orthopoxvirus,1,1,0.6763805,1
Orthopoxvirus,1,1,0.6984537,1
Orthopoxvirus,1,1,0.6325121,1
Orthopoxvirus,1,1,0.5396948,1
Orthopoxvirus,1,1,0.59499884,1
Orthopoxvirus,1,1,0.3240261,0
Orthopoxvirus,1,1,0.3240261,0
Orthopoxvirus,1,1,0.33863387,0
Orthopoxvirus,1,1,0.19324133,0
Orthopoxvirus,1,1,0.18203293,0
Orthopoxvirus,1,1,0.072147675,0
Orthopoxvirus,1,1,0.051989414,0
Orthopoxvirus,1,0,0.03334703,0
Orthopoxvirus,1,0,0.031160275,0
Orthopoxvirus,1,0,0.02726662,0
Orthopoxvirus,1,0,0.02776192,0
Orthopoxvirus,1,0,0.02384899,0
Orthopoxvirus,1,0,0.025112543,0
Orthopoxvirus,1,0,0.021527102,0
Orthopoxvirus,1,0,0.067557454,0
Orthopoxvirus,1,0,0.23030844,0
Orthopoxvirus,1,0,0.26846084,0
Orthopoxvirus,1,0,0.17465033,0
Orthopoxvirus,1,0,0.103524536,0
Orthopoxvirus,1,0,0.06896844,0
Orthopoxvirus,1,0,0.03691815,0
Orthopoxvirus,1,0,0.0936001,0
Orthopoxvirus,1,0,0.042650823,0
Orthopoxvirus,1,0,0.050443195,0
Orthopoxvirus,1,0,0.050443195,0
Orthopoxvirus,1,0,0.035299774,0
Orthopoxvirus,1,0,0.04181054,0
Orthopoxvirus,1,0,0.03717356,0
Orthopoxvirus,1,0,0.0438325,0
Orthopoxvirus,1,0,0.06774159,0
Orthopoxvirus,1,0,0.036249574,0
Orthopoxvirus,1,0,0.12043057,0
Orthopoxvirus,1,1,0.14701942,0
Orthopoxvirus,1,1,0.24963021,0
Orthopoxvirus,1,1,0.33984762,0
Orthopoxvirus,1,1,0.41019306,0
Orthopoxvirus,1,1,0.41019306,0
Orthopoxvirus,1,0,0.6114775,1
Orthopoxvirus,1,0,0.52145416,1
Orthopoxvirus,1,0,0.5414859,1
Orthopoxvirus,1,0,0.7034616,1
Orthopoxvirus,1,0,0.700146,1
Orthopoxvirus,1,0,0.700146,1
Orthopoxvirus,1,0,0.65461636,1
Orthopoxvirus,1,0,0.7164437,1
Orthopoxvirus,1,0,0.62207544,1
Orthopoxvirus,1,0,0.48924622,0
Orthopoxvirus,1,0,0.51117027,1
Orthopoxvirus,1,0,0.51551527,1
Orthopoxvirus,1,0,0.45386782,0
Orthopoxvirus,1,0,0.45386782,0
Orthopoxvirus,1,0,0.62563914,1
Orthopoxvirus,1,1,0.7756897,1
Orthopoxvirus,1,1,0.73678786,1
Orthopoxvirus,1,1,0.6895696,1
Orthopoxvirus,1,1,0.70972556,1
Orthopoxvirus,1,1,0.7139749,1
Orthopoxvirus,1,0,0.6653113,1
Orthopoxvirus,1,0,0.6580863,1
Orthopoxvirus,1,0,0.47650287,0
Orthopoxvirus,1,0,0.43957728,0
Orthopoxvirus,1,0,0.47879258,0
Orthopoxvirus,1,0,0.45543835,0
Orthopoxvirus,1,0,0.42717022,0
Orthopoxvirus,1,0,0.4555572,0
Orthopoxvirus,1,0,0.3616724,0
Orthopoxvirus,1,0,0.39118502,0
Orthopoxvirus,1,0,0.28556442,0
Orthopoxvirus,1,0,0.17074487,0
Orthopoxvirus,1,0,0.13768162,0
Orthopoxvirus,1,0,0.17799367,0
Orthopoxvirus,1,0,0.19896571,0
Orthopoxvirus,1,0,0.24714896,0
Orthopoxvirus,1,0,0.25016713,0
Orthopoxvirus,1,0,0.25016713,0
Orthopoxvirus,1,0,0.211075,0
Orthopoxvirus,1,0,0.211075,0
Orthopoxvirus,1,0,0.24855772,0
Orthopoxvirus,1,0,0.24855772,0
Orthopoxvirus,1,0,0.19107996,0
Orthopoxvirus,1,0,0.34322253,0
Orthopoxvirus,1,0,0.43405196,0
Orthopoxvirus,1,0,0.577815,1
Orthopoxvirus,1,0,0.26882654,0
Orthopoxvirus,1,0,0.37198284,0
Orthopoxvirus,1,0,0.3262386,0
Orthopoxvirus,1,0,0.3262386,0
Orthopoxvirus,1,0,0.30216828,0
Orthopoxvirus,1,0,0.2618353,0
Orthopoxvirus,1,0,0.36346072,0
Orthopoxvirus,1,0,0.36492005,0
Orthopoxvirus,1,0,0.2173185,0
Orthopoxvirus,1,1,0.9916501,1
Orthopoxvirus,1,1,0.97067326,1
Orthopoxvirus,1,1,0.8042685,1
Orthopoxvirus,1,1,0.7754608,1
Orthopoxvirus,1,1,0.8219837,1
Orthopoxvirus,1,1,0.6879394,1
Orthopoxvirus,1,1,0.7469324,1
Orthopoxvirus,1,1,0.68546724,1
Orthopoxvirus,1,1,0.69586664,1
Orthopoxvirus,1,1,0.70652086,1
Orthopoxvirus,1,1,0.7188134,1
Orthopoxvirus,1,1,0.7188134,1
Orthopoxvirus,1,1,0.55299574,1
Orthopoxvirus,1,1,0.45966786,0
Orthopoxvirus,1,1,0.9148848,1
Orthopoxvirus,1,1,0.8602011,1
Orthopoxvirus,1,1,0.71228546,1
Orthopoxvirus,1,1,0.7991326,1
Orthopoxvirus,1,1,0.82196677,1
Orthopoxvirus,1,1,0.5125429,1
Orthopoxvirus,1,1,0.66846186,1
Orthopoxvirus,1,1,0.66846186,1
Orthopoxvirus,1,1,0.72759724,1
Orthopoxvirus,1,1,0.4375454,0
Orthopoxvirus,1,1,0.44412845,0
Orthopoxvirus,1,1,0.4714593,0
Orthopoxvirus,1,1,0.4824223,0
Orthopoxvirus,1,1,0.49039713,0
Orthopoxvirus,1,1,0.40783557,0
Orthopoxvirus,1,1,0.45030627,0
Orthopoxvirus,1,1,0.37923986,0
Orthopoxvirus,1,1,0.37923986,0
Orthopoxvirus,1,1,0.21284156,0
Orthopoxvirus,1,1,0.21284156,0
Orthopoxvirus,1,1,0.16753514,0
Orthopoxvirus,1,1,0.32675308,0
Orthopoxvirus,1,1,0.2737012,0
Orthopoxvirus,1,1,0.3454701,0
Orthopoxvirus,1,1,0.37675896,0
Orthopoxvirus,1,1,0.39773914,0
Orthopoxvirus,1,1,0.26953214,0
Orthopoxvirus,1,1,0.30043307,0
Orthopoxvirus,1,1,0.6733311,1
Orthopoxvirus,1,1,0.6422626,1
Orthopoxvirus,1,1,0.637369,1
Orthopoxvirus,1,1,0.69289553,1
Orthopoxvirus,1,1,0.73308855,1
Orthopoxvirus,1,1,0.7006844,1
Orthopoxvirus,1,1,0.72277457,1
Orthopoxvirus,1,1,0.8181538,1
Orthopoxvirus,1,1,0.9141484,1
Orthopoxvirus,1,1,0.8708811,1
Orthopoxvirus,1,1,0.64699066,1
Orthopoxvirus,1,1,0.8376978,1
Orthopoxvirus,1,1,0.4900509,0
Orthopoxvirus,1,1,0.4900509,0
Orthopoxvirus,1,1,0.4365049,0
Orthopoxvirus,1,1,0.37137344,0
Orthopoxvirus,1,1,0.37137344,0
Orthopoxvirus,1,1,0.11146543,0
Orthopoxvirus,1,1,0.08960714,0
Orthopoxvirus,1,1,0.09745323,0
Orthopoxvirus,1,1,0.08482872,0
Orthopoxvirus,1,1,0.08771768,0
Orthopoxvirus,1,1,0.08766737,0
Orthopoxvirus,1,1,0.08766737,0
Orthopoxvirus,1,1,0.27021506,0
Orthopoxvirus,1,1,0.35681286,0
Orthopoxvirus,1,1,0.717098,1
Orthopoxvirus,1,1,0.6601055,1
